browser position chr1:762592-249213084
browser hide all
track name="recurrence" description=" " visibility=dense useScore=1
chr1 248801778 248801778 row1 900.0 + 248801778 248801778
chr1 248813901 248813901 row1 270.0 + 248813901 248813901
chr1 240635747 240635747 row2 200.0 + 240635747 240635747
chr1 148004568 148004584 row3 270.0 + 148004568 148004584
chr1 249213084 249213084 row4 200.0 + 249213084 249213084
chr1 16890671 16890672 row5 270.0 + 16890671 16890672
chr1 143767513 143767522 row6 270.0 + 143767513 143767522
chr1 248084511 248084511 row7 200.0 + 248084511 248084511
chr1 9009406 9009444 row8 200.0 + 9009406 9009444
chr1 12979729 12979845 row9 270.0 + 12979729 12979845
chr1 13183528 13183533 row10 200.0 + 13183528 13183533
chr1 16918502 17250836 row11 270.0 + 16918502 17250836
chr1 247719769 247719769 row12 200.0 + 247719769 247719769
chr1 248801778 248813827 row13 200.0 + 248801778 248813827
chr1 16384986 16384999 row14 200.0 + 16384986 16384999
chr1 242159498 242159498 row15 200.0 + 242159498 242159498
chr1 235506853 235506853 row16 200.0 + 235506853 235506853
chr1 13695685 13695787 row17 200.0 + 13695685 13695787
chr1 248458676 248458676 row18 200.0 + 248458676 248458676
chr1 23419374 23419383 row19 200.0 + 23419374 23419383
chr1 228520973 228524961 row20 200.0 + 228520973 228524961
chr1 248112627 248112627 row21 200.0 + 248112627 248112627
chr1 43396414 43408966 row22 200.0 + 43396414 43408966
chr1 143767547 143767628 row23 200.0 + 143767547 143767628
chr1 144828764 144828765 row24 270.0 + 144828764 144828765
chr1 240370985 240370995 row25 200.0 + 240370985 240370995
chr1 762592 762632 row26 200.0 + 762592 762632
chr1 207110936 207110936 row27 200.0 + 207110936 207110936
chr1 248436972 248436972 row28 200.0 + 248436972 248436972
chr1 248224398 248224398 row29 200.0 + 248224398 248224398
chr1 240371028 240371112 row30 200.0 + 240371028 240371112
chr1 235590559 235590559 row31 200.0 + 235590559 235590559
chr1 143767522 143767547 row32 200.0 + 143767522 143767547
chr1 248637065 248637065 row33 200.0 + 248637065 248637065
chr1 248004687 248004687 row34 200.0 + 248004687 248004687
chr1 176863842 177247854 row35 200.0 + 176863842 177247854
chr1 248637362 248637362 row36 200.0 + 248637362 248637362
chr1 226055595 226055595 row37 200.0 + 226055595 226055595
chr1 9323910 9324213 row38 200.0 + 9323910 9324213
chr1 143767878 143767935 row39 200.0 + 143767878 143767935
chr1 158549421 158549421 row40 200.0 + 158549421 158549421
chr1 144620091 144828764 row41 200.0 + 144620091 144828764
chr1 144828765 144828784 row42 200.0 + 144828765 144828784
chr1 152190673 152190722 row43 200.0 + 152190673 152190722
chr1 248801633 248801633 row44 200.0 + 248801633 248801633
chr1 21808207 21808223 row45 200.0 + 21808207 21808223
chr1 147955368 148004568 row46 200.0 + 147955368 148004568
chr1 148004584 148017629 row47 200.0 + 148004584 148017629
chr1 152185762 152185768 row48 200.0 + 152185762 152185768
chr1 248814126 248814126 row49 200.0 + 248814126 248814126
chr1 46078854 46078884 row50 200.0 + 46078854 46078884
chr1 248458571 248458571 row51 200.0 + 248458571 248458571
chr1 144855782 144855812 row52 200.0 + 144855782 144855812
chr1 248814052 248814052 row53 200.0 + 248814052 248814052
chr1 3669201 3669205 row54 200.0 + 3669201 3669205
chr1 12939664 12939674 row55 200.0 + 12939664 12939674
