browser position chr4:25678199-190906025
browser hide all
track name="recurrence" description=" " visibility=dense useScore=1
chr4 190878654 190878654 row1 200.0 + 190878654 190878654
chr4 174090004 175688138 row1 200.0 + 174090004 175688138
chr4 178274694 178274750 row2 200.0 + 178274694 178274750
chr4 183664522 183710332 row3 200.0 + 183664522 183710332
chr4 187122355 187122355 row4 433.3333 + 187122355 187122355
chr4 96091414 96091414 row5 200.0 + 96091414 96091414
chr4 88536899 88536901 row6 200.0 + 88536899 88536901
chr4 187525020 187525020 row7 433.3333 + 187525020 187525020
chr4 190876242 190876242 row8 900.0 + 190876242 190876242
chr4 187516880 187516880 row9 433.3333 + 187516880 187516880
chr4 25678199 25678199 row10 200.0 + 25678199 25678199
chr4 88536899 88536899 row11 433.3333 + 88536899 88536899
chr4 190906025 190906025 row12 200.0 + 190906025 190906025
chr4 189061036 189061036 row13 200.0 + 189061036 189061036
chr4 190876195 190876195 row14 433.3333 + 190876195 190876195
chr4 190905506 190905506 row15 200.0 + 190905506 190905506
chr4 177098285 177098285 row16 200.0 + 177098285 177098285
chr4 186366181 187122355 row17 200.0 + 186366181 187122355
chr4 187122355 187516880 row18 200.0 + 187122355 187516880
chr4 187516880 187525020 row19 200.0 + 187516880 187525020
chr4 187525020 187542736 row20 200.0 + 187525020 187542736
