browser position chr17:3635740-80923536
browser hide all
track name="het_density" description=" " visibility=dense useScore=1
chr17 45234420 45234449 row1 296.55176 + 45234420 45234449
chr17 45234707 45234707 row1 900.0 + 45234707 45234707
chr17 20769862 20769866 row2 900.0 + 20769862 20769866
chr17 21208347 21208449 row3 241.17645 + 21208347 21208449
chr17 15443734 15443742 row4 550.0 + 15443734 15443742
chr17 45214558 45214605 row5 289.3617 + 45214558 45214605
chr17 39197614 39197614 row6 900.0 + 39197614 39197614
chr17 44248769 44248814 row7 231.11108 + 44248769 44248814
chr17 3635740 3657159 row8 200.13074 + 3635740 3657159
chr17 7318935 7329134 row9 200.27454 + 7318935 7329134
chr17 47246163 47246979 row10 201.7157 + 47246163 47246979
chr17 33680807 33680811 row11 550.0 + 33680807 33680811
chr17 25630388 33680807 row12 200.0055 + 25630388 33680807
chr17 33680811 33768354 row13 200.0055 + 33680811 33768354
chr17 33805150 35696804 row14 200.00739 + 33805150 35696804
chr17 36894839 39197499 row15 200.02063 + 36894839 39197499
chr17 39681475 44248769 row16 200.00757 + 39681475 44248769
chr17 44248814 45017965 row17 200.00757 + 44248814 45017965
chr17 45368337 47246163 row18 200.01062 + 45368337 47246163
chr17 47246979 49713300 row19 200.01062 + 47246979 49713300
chr17 53158492 58031412 row20 200.00488 + 53158492 58031412
chr17 59560685 74931467 row21 200.00879 + 59560685 74931467
chr17 74936576 81006387 row22 200.00879 + 74936576 81006387
chr17 21203934 21204266 row23 208.43372 + 21203934 21204266
chr17 74931467 74936576 row24 200.27405 + 74931467 74936576
