browser position chr15:22369248-101606261
browser hide all
track name="het_density" description=" " visibility=dense useScore=1
chr15 59499228 59499228 row1 900.0 + 59499228 59499228
chr15 90764219 90764219 row1 900.0 + 90764219 90764219
chr15 86122654 86122654 row2 900.0 + 86122654 86122654
chr15 22382821 22382828 row3 300.0 + 22382821 22382828
chr15 66044960 66044960 row4 900.0 + 66044960 66044960
chr15 101114418 101114418 row5 900.0 + 101114418 101114418
chr15 63970456 63970456 row6 900.0 + 63970456 63970456
chr15 43925134 43925135 row7 900.0 + 43925134 43925135
chr15 101110302 101110302 row8 900.0 + 101110302 101110302
chr15 45361180 45361180 row9 900.0 + 45361180 45361180
chr15 90128966 90128966 row10 900.0 + 90128966 90128966
chr15 101606261 101606261 row11 900.0 + 101606261 101606261
chr15 51914716 51914716 row12 900.0 + 51914716 51914716
chr15 75129594 75130093 row13 201.40283 + 75129594 75130093
chr15 80259964 80259964 row14 900.0 + 80259964 80259964
chr15 100252805 100252805 row15 900.0 + 100252805 100252805
chr15 22483277 23443591 row16 200.00073 + 22483277 23443591
chr15 80260014 80260014 row17 900.0 + 80260014 80260014
chr15 83215251 83215251 row18 900.0 + 83215251 83215251
chr15 76019567 76019567 row19 900.0 + 76019567 76019567
chr15 89398825 89398825 row20 900.0 + 89398825 89398825
chr15 101041896 101041896 row21 900.0 + 101041896 101041896
chr15 22369248 22369248 row22 900.0 + 22369248 22369248
chr15 90210263 90210263 row23 900.0 + 90210263 90210263
chr15 86807761 86807761 row24 900.0 + 86807761 86807761
chr15 101110265 101110265 row25 900.0 + 101110265 101110265
chr15 77087785 77087785 row26 900.0 + 77087785 77087785
chr15 99715352 99715352 row27 900.0 + 99715352 99715352
chr15 45353391 45353391 row28 900.0 + 45353391 45353391
chr15 100269737 100269749 row29 258.3333 + 100269737 100269749
chr15 35230924 35230924 row30 900.0 + 35230924 35230924
chr15 99827447 99827447 row31 900.0 + 99827447 99827447
chr15 75498744 75498744 row32 900.0 + 75498744 75498744
