browser position chr11:194441-124829914
browser hide all
track name="TCGA-A3-3347-01A-02D-1386-10.csv" description=" " visibility=dense itemRgb="on"
chr11 194441 244115 row1 0 + 194441 244115 205,201,201
chr11 48366971 48374072 row1 0 + 48366971 48374072 205,201,201
chr11 124829914 124829914 row2 0 + 124829914 124829914 205,201,201
chr11 194441 194442 row3 0 + 194441 194442 0,100,0
chr11 244106 244107 row4 0 + 244106 244107 255,0,0
chr11 244115 244116 row5 0 + 244115 244116 255,0,0
chr11 48366971 48366972 row6 0 + 48366971 48366972 255,0,0
chr11 48366972 48366973 row7 0 + 48366972 48366973 255,0,0
chr11 34910433 34910434 row8 0 + 34910433 34910434 50,205,50
chr11 48374072 48374073 row9 0 + 48374072 48374073 0,100,0
chr11 124829914 124829915 row10 0 + 124829914 124829915 0,100,0
chr11 194441 244115 row1 0 + 194441 244115 205,201,201
chr11 48366971 48374072 row1 0 + 48366971 48374072 205,201,201
chr11 124829914 124829914 row2 0 + 124829914 124829914 205,201,201
