browser position chr13:24785867-114780764
browser hide all
track name="het_density" description=" " visibility=dense useScore=1
chr13 28624294 28893642 row1 200.01038 + 28624294 28893642
chr13 31309830 33713038 row1 200.00873 + 31309830 33713038
chr13 36225929 41515286 row2 200.00262 + 36225929 41515286
chr13 41533052 42764564 row3 200.0091 + 41533052 42764564
chr13 46108854 52709938 row4 200.0047 + 46108854 52709938
chr13 75861001 76143572 row5 200.00989 + 75861001 76143572
chr13 86369120 86369403 row6 209.89398 + 86369120 86369403
chr13 95686955 96508566 row7 200.00513 + 95686955 96508566
chr13 99030071 103513951 row8 200.0072 + 99030071 103513951
chr13 110819586 114502316 row9 200.00757 + 110819586 114502316
chr13 24785867 24785873 row10 900.0 + 24785867 24785873
chr13 114780764 114780764 row11 900.0 + 114780764 114780764
