browser position chr9:312124-139944736
browser hide all
track name="het_density" description=" " visibility=dense useScore=1
chr9 132375432 132375432 row1 900.0 + 132375432 132375432
chr9 139652338 139652338 row1 900.0 + 139652338 139652338
chr9 712066 7046901 row2 201.40485 + 712066 7046901
chr9 370244 711396 row3 205.48822 + 370244 711396
chr9 14863863 15571630 row4 200.96857 + 14863863 15571630
chr9 19058921 20953049 row5 201.36053 + 19058921 20953049
chr9 32459450 32634467 row6 208.03925 + 32459450 32634467
chr9 33369943 33971740 row7 201.34113 + 33369943 33971740
chr9 37302155 38615698 row8 201.34113 + 37302155 38615698
chr9 130899344 130899344 row9 900.0 + 130899344 130899344
chr9 711396 712066 row10 900.0 + 711396 712066
chr9 7046901 8465598 row11 201.12683 + 7046901 8465598
chr9 13140096 14801738 row12 202.44867 + 13140096 14801738
chr9 14819370 14863863 row13 202.44867 + 14819370 14863863
chr9 17394536 19058921 row14 201.27496 + 17394536 19058921
chr9 26842506 27524731 row15 206.87457 + 26842506 27524731
chr9 139944736 139944736 row16 900.0 + 139944736 139944736
chr9 130475442 130475442 row17 900.0 + 130475442 130475442
chr9 35105257 35870225 row18 203.06549 + 35105257 35870225
chr9 98621350 100672338 row19 202.74402 + 98621350 100672338
chr9 104340035 104449294 row20 225.75537 + 104340035 104449294
chr9 117062322 117554827 row21 202.85681 + 117062322 117554827
chr9 118242705 119106881 row22 201.62811 + 118242705 119106881
chr9 123290996 123800218 row23 205.52606 + 123290996 123800218
chr9 125239253 127818276 row24 204.00073 + 125239253 127818276
chr9 131588813 131772389 row25 210.21918 + 131588813 131772389
chr9 136917011 136917011 row26 900.0 + 136917011 136917011
chr9 312124 368128 row27 203.52399 + 312124 368128
chr9 138555161 138555161 row28 900.0 + 138555161 138555161
chr9 368128 370244 row29 205.45447 + 368128 370244
chr9 8465598 8518395 row30 201.11285 + 8465598 8518395
chr9 14801738 14819370 row31 226.59937 + 14801738 14819370
chr9 21441077 21816758 row32 202.17206 + 21441077 21816758
chr9 20953049 21441077 row33 202.88306 + 20953049 21441077
chr9 33971740 35105257 row34 202.39398 + 33971740 35105257
chr9 35870225 37302155 row35 202.39398 + 35870225 37302155
chr9 139918305 139918305 row36 900.0 + 139918305 139918305
