browser position chr7:5096958-158536345
browser hide all
track name="het_density" description=" " visibility=dense useScore=1
chr7 151932897 151932897 row1 900.0 + 151932897 151932897
chr7 100678483 100678483 row1 900.0 + 100678483 100678483
chr7 151932908 151932908 row2 900.0 + 151932908 151932908
chr7 151552094 151552094 row3 900.0 + 151552094 151552094
chr7 128484816 128486363 row4 200.45251 + 128484816 128486363
chr7 149479335 149480042 row5 200.99011 + 149479335 149480042
chr7 149484959 149485036 row6 218.18182 + 149484959 149485036
chr7 150707312 150733025 row7 200.01361 + 150707312 150733025
chr7 151505678 151531083 row8 200.04132 + 151505678 151531083
chr7 156762248 158528269 row9 200.00122 + 156762248 158528269
chr7 158536345 158536345 row10 900.0 + 158536345 158536345
chr7 142131836 142131836 row11 900.0 + 142131836 142131836
chr7 74312339 74312340 row12 900.0 + 74312339 74312340
chr7 127721507 128371206 row13 200.0011 + 127721507 128371206
chr7 134225788 134576441 row14 200.00201 + 134225788 134576441
chr7 142180957 142334648 row15 200.00684 + 142180957 142334648
chr7 150696111 150707312 row16 200.0022 + 150696111 150707312
chr7 150733025 151480718 row17 200.0022 + 150733025 151480718
chr7 5096958 5959485 row18 200.00122 + 5096958 5959485
chr7 7493097 7625367 row19 200.01062 + 7493097 7625367
chr7 11082439 12620804 row20 200.00049 + 11082439 12620804
chr7 14378155 16823095 row21 200.00098 + 14378155 16823095
chr7 24758795 25181912 row22 200.00165 + 24758795 25181912
chr7 29966141 33134883 row23 200.00055 + 29966141 33134883
chr7 38295958 38309102 row24 200.1065 + 38295958 38309102
chr7 43506059 43843423 row25 200.00208 + 43506059 43843423
chr7 47319723 50180972 row26 200.00061 + 47319723 50180972
chr7 143792991 143792991 row27 900.0 + 143792991 143792991
chr7 142180737 142180770 row28 221.2121 + 142180737 142180770
chr7 117188736 117188736 row29 900.0 + 117188736 117188736
chr7 117667208 117667208 row30 900.0 + 117667208 117667208
chr7 143270001 143270001 row31 900.0 + 143270001 143270001
chr7 151552559 151552559 row32 900.0 + 151552559 151552559
