browser position chrX:200860-151904488
browser hide all
track name="TARGET-10-PAPSPN-03A-01D.csv" description=" " visibility=dense itemRgb="on"
chrX 1554649 1554655 row1 0 + 1554649 1554655 205,201,201
chrX 48156264 48156264 row1 0 + 48156264 48156264 205,201,201
chrX 207362 207363 row2 0 + 207362 207363 50,205,50
chrX 299362 299363 row3 0 + 299362 299363 50,205,50
chrX 299591 299592 row4 0 + 299591 299592 50,205,50
chrX 322193 322194 row5 0 + 322193 322194 255,165,0
chrX 1554649 1554650 row6 0 + 1554649 1554650 0,100,0
chrX 2632482 2632483 row7 0 + 2632482 2632483 50,205,50
chrX 2644302 2644303 row8 0 + 2644302 2644303 50,205,50
chrX 2656258 2656259 row9 0 + 2656258 2656259 255,165,0
chrX 2835863 2835864 row10 0 + 2835863 2835864 255,165,0
chrX 6451869 6451870 row11 0 + 6451869 6451870 255,165,0
chrX 6451929 6451930 row12 0 + 6451929 6451930 255,165,0
chrX 7811747 7811748 row13 0 + 7811747 7811748 255,165,0
chrX 7811979 7811980 row14 0 + 7811979 7811980 50,205,50
chrX 38145190 38145191 row15 0 + 38145190 38145191 255,165,0
chrX 52891653 52891654 row16 0 + 52891653 52891654 50,205,50
chrX 57162895 57162896 row17 0 + 57162895 57162896 255,165,0
chrX 57162899 57162900 row18 0 + 57162899 57162900 50,205,50
chrX 57162913 57162914 row19 0 + 57162913 57162914 50,205,50
chrX 102864565 102864566 row20 0 + 102864565 102864566 50,205,50
chrX 135956370 135956371 row21 0 + 135956370 135956371 50,205,50
chrX 135956408 135956409 row22 0 + 135956408 135956409 255,165,0
chrX 135956462 135956463 row23 0 + 135956462 135956463 255,165,0
chrX 135956467 135956468 row24 0 + 135956467 135956468 255,165,0
chrX 135956506 135956507 row25 0 + 135956506 135956507 255,165,0
chrX 135960119 135960120 row26 0 + 135960119 135960120 255,165,0
chrX 140335742 140335743 row27 0 + 140335742 140335743 255,165,0
chrX 140785739 140785740 row28 0 + 140785739 140785740 255,165,0
chrX 140785741 140785742 row29 0 + 140785741 140785742 255,165,0
chrX 140993751 140993752 row30 0 + 140993751 140993752 50,205,50
chrX 140993852 140993853 row31 0 + 140993852 140993853 255,165,0
chrX 140993859 140993860 row32 0 + 140993859 140993860 255,165,0
chrX 140993864 140993865 row33 0 + 140993864 140993865 255,165,0
chrX 140993877 140993878 row34 0 + 140993877 140993878 50,205,50
chrX 140993905 140993906 row35 0 + 140993905 140993906 255,165,0
chrX 140993912 140993913 row36 0 + 140993912 140993913 255,165,0
chrX 155004280 155004281 row37 0 + 155004280 155004281 50,205,50
chrX 302139 302140 row38 0 + 302139 302140 50,205,50
chrX 1553907 1553908 row39 0 + 1553907 1553908 0,100,0
chrX 1554655 1554656 row40 0 + 1554655 1554656 0,100,0
chrX 2832661 2832662 row41 0 + 2832661 2832662 50,205,50
chrX 2832668 2832669 row42 0 + 2832668 2832669 50,205,50
chrX 2832715 2832716 row43 0 + 2832715 2832716 50,205,50
chrX 2832742 2832743 row44 0 + 2832742 2832743 50,205,50
chrX 2832771 2832772 row45 0 + 2832771 2832772 50,205,50
chrX 2832787 2832788 row46 0 + 2832787 2832788 50,205,50
chrX 48156264 48156265 row47 0 + 48156264 48156265 0,100,0
chrX 52891645 52891646 row48 0 + 52891645 52891646 50,205,50
chrX 140786474 140786475 row49 0 + 140786474 140786475 50,205,50
chrX 155171537 155171538 row50 0 + 155171537 155171538 50,205,50
chrX 1554649 1554655 row1 0 + 1554649 1554655 205,201,201
chrX 48156264 48156264 row1 0 + 48156264 48156264 205,201,201
